"source_text","target_translation","source_name","source_file","language","language_id"
"olafR × auk × kamal × auk × sagsi × raistu + stain × þina × aftiR × [un × faþur × sin × kai](R)ui lit × at × bonta × sin × hiarsu[k] kubl þsi fiaRun olafR hefnt[i at miomu ati un hiar hal](f)an by","Olof och Gammal och Saxe reste denna sten efter Unn, sin fader. Geirvi lät efter sin make här [göra] detta kummel.  För Rike-Unn hämnades Olof vid . Unn ägde här halva byn.","Öl 37 - Öland: Lerkaka, Runsten","christerhamp_gamla_runor.csv","sv","2"
"... ...[-(þ)u]r sin kuþan","... sin gode fader / broder","Öl 38 - Öland: Lerkaka, Runsten","christerhamp_gamla_runor.csv","unknown","3"
"× sua(i)(n) kiarþi × iftiR × sin × faþur × uikar × sun × ainiki × sialfR × raisti × stain ×","Sven gjorde efter sin fader Vikar, den ende sonen reste stenen själv","Öl 39 - Öland: Bägby bro, Gärdslösa","christerhamp_gamla_runor.csv","sv","2"
"* kuţbratr auk suain raistu staina ţina aftiR bruţr sina kuţa asualt auk h...f...","Gudbrand och Sven reste dessa stenar efter sina goda bröder Asvald och ...","Öl 40 - Öland: Bägby, Gärdslösa","christerhamp_gamla_runor.csv","sv","2"
"kunbiarn : auk : su-... ... uk : [i(o)(h)]... ... ...rgil : faþur : sin : ... : goþan : g... ...tuar ris(t)[(i)] : runaR ... stain ...","Gunnbjörn och Sven ... och Johan ... Torkel (?) deras fader ... god ... Oddvar (?) ristade runorna ... sten","Öl 43 - Öland: Gärdslösa kyrka","christerhamp_gamla_runor.csv","sv","2"
"i... ...iþur : kuþ : hilbi : siflu hans lis : iki","... fader. Gud hjälpe hans själ. Läs ...","Öl 44 - Öland: Bo, Bredsätra","christerhamp_gamla_runor.csv","sv","2"
"þuriR : auk : þurstain auk : þurfastr * þaiR : bryþr : raistu : stain : at : kunfus : faþur : sin : kuþ : hialbi siul : hans","Tore och Torsten och Torfast, desa bröder reste stenen efter Gunnfuss, sin fader. Gud hjälpe hans själ.","Öl 46 - Öland: Tingsflisan, Köping","christerhamp_gamla_runor.csv","sv","2"
"askutr × auk × (₫)-... ... ...-R × ...r sin × (a)u...in","Åsgöt och ... efter deras fader (?) Eystein","Öl 47 - Öland: Köpings kyrkogård","christerhamp_gamla_runor.csv","sv","2"
"liti * ku₫ * sau... ... -...ratis","Låte Gud själen ... paradis","Öl 51 - Öland: Köpings kyrkogård","christerhamp_gamla_runor.csv","sv","2"
"... × kumbl × aiftiR ... ...-str auk × s...-ta × ...","... kummel efter ... Kristus och Sankta ...","Öl 52 - Öland: Köpings kyrkogård","christerhamp_gamla_runor.csv","sv","2"
"esbiarn × auk × roþbiarn × resti [reta × ... × uef--a-- × fa... koþan × auk × e]ftiR × þorbiarn [× broþur * sin * k]oþan [auk × kuþlauk eftiR]","Asbjörn och Rodbjörn lät resa stenen efter Vigbjörn sin gode fader, och efter Torbjörn, sin gode broder, och Gudlög (lät också resa) efter (dem).","Öl 56 - Öland: Källa ödekyrka","christerhamp_gamla_runor.csv","sv","2"
"× blakari × auk * k... + faþur * sin kuþan","Blakari och ... deras gode fader","Öl ATA 4686/43 - Öland: Åkerby, Runsten","christerhamp_gamla_runor.csv","sv","2"
"gyþa ' lit ' re... ...","Gyda lät resa ...","Öl ATA 4684/43B - Öland: Hulterstads kyrka","christerhamp_gamla_runor.csv","sv","2"
"... bry±r * r-... ...","... br—der ...","øl ATA 4700/43 - øland: Gðrdsl—sa kyrka","christerhamp_gamla_runor.csv","unknown","3"
"...ur × -uk ak-u... ... nuk abtiR × au₫... ...","... och efter Audbjörn [?]","Öl ATA 4701/43 - Öland: Alböke kyrkogård","christerhamp_gamla_runor.csv","sv","2"
"þurlak ¶ ...(u)k ¶ kuþmuþr litu risa st... ... (þ)(u)rbia...","Torlak och Gudmund lät resa stenen efter Torbjörn","Öl ATA 4703/43 - Öland: Solberga, Köping","christerhamp_gamla_runor.csv","sv","2"
"... ...ina ' eftiR ' sueinu ' boanta ' sin ' tr...","...  [reste sten]arna efter Sven, sin make ...","Öl FV 1911:274B - Öland: Resmo kyrka","christerhamp_gamla_runor.csv","sv","2"
"io=n -afr ÷ smið","Jon har gjort","Öl FV 1972;268 - Öland: Gärdslösa kyrka","christerhamp_gamla_runor.csv","unknown","3"
"ioar : au- : sbia- : auk : elifr : auk : bofi : ₫aiR : letu : ...-sa : stain R--...- fa₫-r sin saifok","Joar och Spjall och Eliv och Bove, de lät resa stenen efter sin fader Säfus","Öl KALM 1982;57 - Öland: Mörbylånga kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...₫ hialbi × henaR × salu × auk ...","... Gud hjälpe hennes själ och ...","Öl Köping 2 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"ţirui ' (r)i-... ... -aistu * at bruţur * sin","Tyrve reste ... reste efter sin broder","Öl Köping 7 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"...(r) ◊ mest ◊ a ◊ -...","... mest i (?) ...","÷l KŲping 14 - ÷land: KŲpings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... æ ±orki... ...","... Torkil ...","øl K—ping 16 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"...rmu-... ... ...n ◊ iuk","... hŲgg","÷l KŲping 18 - ÷land: KŲpings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"...(u)(r)(k)... ... ...-k × muţur × sina ... ...-albi × sial","... sin moder ... Gud hjälpe själen","Öl Köping 20 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"...uar lit ... ±orkai... ...","... var lðt ... Torgeir ...","øl K—ping 21 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"...a at sui... ...","... denna sten efter Sven (?) ...","øl K—ping 22 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...- æ suein æ ±aiR æ retu ...","... Sven, de reste ..","øl K—ping 23 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"◊ asi ◊ ...","Ňse ...","÷l KŲping 26 - ÷land: KŲpings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... × roþkerþa × a... ...","... Rodgerda och ...","Öl Köping 27 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"...-urn ◊ ...","... BjŲrn ...","÷l KŲping 28 - ÷land: KŲpings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... æ fa±ur æ si... ...","... Sin fader ...","øl K—ping 29 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... ...uk × santa × mari × auk × san(t)... ...","... och sankta Maria och sankt ...","Öl Köping 30 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... : rita ...","... reste ...","øl K—ping 33 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... auk ...","... och ...","Öl Köping 36 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"...ir ◊ eftiR ...","... efter ...","÷l KŲping 37 - ÷land: KŲpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"...-in × auk × ţiula... ... at × faţu... ...","... och ... efter [sin] fader ...","Öl Köping 38 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...r si × koţan × kuţ × ...","... sin gode fader / broder. Gud ...","Öl Köping 39 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"...ţulfR × kiarţi × kumb- ...","... -ulf gjorde kumlet ...","Öl Köping 40 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"i(a)... ... -uain * sun s... ...","... Sven, sin son ...","øl K—ping 41 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","unknown","3"
".. ...in × koţan × kuţ ...","... sin goda ... Gud ...","Öl Köping 44 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...-rimar : litu : r... ... sin ×","... Grim (?) lät resa ... sin ...","Öl Köping 45 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...u sina k...","... sin ...","øl K—ping 46 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... hialbi an- ◊ ha(l)-... ... ha-...","... Gud hjšlpe anden ...","÷l KŲping 47 - ÷land: KŲpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...R × suain × bont... ...","... efter Sven, hennes man ...","Öl Köping 48 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...(t)ain × eftiR × biarn × sun × sin × ku₫ ...","... stenen efter Björn, sin son. Gud hjälpe ...","Öl Köping 49 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ulfr -... ...i : stain : ...","... Ulf ... reste stenen ...","øl K—ping 50 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... ...ftiR ◊ ku(n)... ...","... efter Gun- ...","÷l KŲping 51 - ÷land: KŲpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"ţoriR × a... ... ...a ¤ faţur × sin × h...","Torir och ... sin fader ...","Öl Köping 52 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...it × raisa × stai- ... ...oanta × sin × ku(₫) ...","... lät resa stenen efter ... sin man. Gud ...","Öl Köping 54 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...ftiR æ haralt æ fa±ur æ ...","... efter Harald, sin fader ...","øl K—ping 55 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...kstain : faţur : sin : k-... ...","... Sigsten (?), sin gode fader ...","Öl Köping 56 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... ...a × stain × eftiR × sigstain × faţur × sin × auk × h...-k(a) ...","... stenen efter Sigsten, sin fader, och Helga (?) ...","Öl Köping 57 - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...(t)ain * ±insa * abtiR * b-...","... denna sten efter ...","øl K—ping 58 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...aisa ◊ ... ...-- ' (h)...-...","... resa ...","÷l KŲping 59 - ÷land: KŲpings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"...-rtr ' kiar... ...","... gjorde ...","øl K—ping 62 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... ...-uk : ±aiR bru±r * litu * reisa * stain eftiR * skuka ...","... och hans br—der lðt resa stenen efter Skogi ...","øl K—ping 69 - øland: K—pings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...(a)isa ◊ stain ◊ ef--... ...","... resa stenen efter ...","÷l KŲping 70 - ÷land: KŲpings kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...rn ◊ lit ◊ raisa ◊ -...","... -rn lšt resa ...","÷l KŲping 71 - ÷land: KŲpings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... hean- ...","... hennes ...","Öl Köping - Öland: Köpings kyrka","christerhamp_gamla_runor.csv","unknown","3"
"a(b)cdefghiklmno(p)k(r)(s)----...","abcdefghiklmnopqrs","Öl NOR 1997;31 - Öland: Gärdslösa kyrka","christerhamp_gamla_runor.csv","unknown","3"
"× hir| |risti| |ik þiR birk ¶ bufi miR fultihu ¶ þis þe|R| |e|R uis in bra| |al¶ti| |ilu fran bufa þor keti h¶ans miR þem hamri sam huR hafi kam fly fran iluit ¶ feR eki af bufa kuþ iRu ¶ untiR hanum auk yfiR han¶um","Här ristar jag skydd för dig, Bofi, med ... till dig är säkert. Och blixten hålle ondskap från Bofi. Tor skydde honom med hammaren som kom från havet. Fly från ondskan! Den får inget från Bofi. Gudarna är under honom och över honom.","Öl SAS 1989;43 - Öland: Södra Kvinneby, Stenåsa","christerhamp_gamla_runor.csv","sv","2"
"-i(o)(l)ui : aok : þ--:... ...eiR : ...(r)uþr : le(t)u ... ... ... : uif(a)s(t) ... sin :","Bröderna Kjotve och Tor- lät [lägga denna sten efter] Vifast, sin ...","Ög 2 - Östergötland: Orlunda kyrka","christerhamp_gamla_runor.csv","sv","2"
"... : þesa : ... ... : bru... ...","... denna ... broder ...","Ög 6 - Östergötland: Orlunda kyrka","christerhamp_gamla_runor.csv","unknown","3"
"stikuR (') karþi kubl þ(a)=(u) aft auint sunu sin ' sa fial austr
miR aiuisli ' uikikR faþi auk| |krimulfR","Stygg [?] gjorde dessa kummel efter Öjvind, sin son. Han föll österut med Ejvisl. Viking ristade och Grimulv.","Ög 8 - Östergötland: Västra Stenby kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...- (:) rista : s(i)tn : þisa : e(f)(t)ir : asu : muþur : sin...","... [lät] rista denna sten efter Åsa, sin moder ...","Ög 9 - Östergötland: Vinnerstads kyrka","christerhamp_gamla_runor.csv","sv","2"
"...--- : auk kair--- litu : kiara : brou : þasi ... ...-- litu risa stin : þisa : aifR s:karf| |f-ita : sin kuþan","... och Geir lät göra denna bro ... lät resa denna sten efter Sker / Skarf, sin frände","Ög 10 - Östergötland: Lilla Greby, Askeby socken","christerhamp_gamla_runor.csv","sv","2"
"* aystin * risþi * stin * þena * eftiR * þuri * faþur * sin *","Östen reste denna sten efter Tore, sin fader","Ög 11 - Östergötland: Vårdsbergs kyrka","christerhamp_gamla_runor.csv","sv","2"
"× sikstin × risti × sti[n × þinsa × iftiR × i]-ui × faþur × sin ×","Sixten reste denna sten efter ... sin fader","Ög 13 - Östergötland: Konungsunds kyrka","christerhamp_gamla_runor.csv","sv","2"
"+ ruaR + rasti + stan + þasi + aftiR + iarna + sun × sin +","Roar reste denna sten efter Jarna, sin son","Ög 14 - Östergötland: Konungsunds kyrka","christerhamp_gamla_runor.csv","sv","2"
"utar ...isþi stin þi-- --tiR iafra uk uik × bruþr * sina *","Ottar [?] reste denna sten efter Jafri och Vig, sina bröder","Ög 18 - Östergötland: Kuddby kyrka","christerhamp_gamla_runor.csv","sv","2"
"... * [a](u)[k]...","... och ...","Ög 19 - Östergötland: Kuddby fattighus","christerhamp_gamla_runor.csv","sv","2"
"× hulmkiR : auk * branti : þaiR * raisþu : stin * þ(i)na * iftiR * kiulik × faþur : sin *","Holmgeir och Brante reste stenen efter Gullik, sin fader","Ög 20 - Östergötland: Hjärtrum, Kuddby","christerhamp_gamla_runor.csv","sv","2"
"sin : riti : itin : þina : iftR : brun : sun : sin nu","Sven (eller Sten) reste denna sten efter Brun, sin gode son","Ög 21 - Östergötland: Ingelstad, Kuddby","christerhamp_gamla_runor.csv","sv","2"
"× asbiurn × auk × þiR ali × auk × urykia × raistu × stain × eftiR × þurkut + faþur * sin ×","Asbjörn och Alle och Orökja reste stenen efter Torgöt, sin fader","Ög 22 - Östergötland: Odenstomta, Kuddby","christerhamp_gamla_runor.csv","sv","2"
"... ...faiR raif","... efter Reif","Ög 24 - Östergötland: Örminge, Kuddby","christerhamp_gamla_runor.csv","sv","2"
"× anuntr × raisti × stain × ₫a-... ...ftiR × utr × sun × sin ×","Anund reste denna sten efter Otr, sin son","Ög 26 - Östergötland: Öster Skam, Östra Ny","christerhamp_gamla_runor.csv","sv","2"
"* asa * lit kiarua * kuml * eftiR * þorkesl * bonta * sin * auk * þorkun * eftiR × faþu * sin","Åsa lät göra minnesmärket efter Torgisl, sin man, och Torgun efter sin far","Ög 29 - Östergötland: Skjorstad, Tåby","christerhamp_gamla_runor.csv","sv","2"
": siksten : let : rasti : stain : þe(n)... : eftiR : ikuar : sun : sin : han : uarþ : austr : tauþr :","Sigsten lät resa denna sten efter Ingvar, sin son. Han dog österut.","Ög 30 - Östergötland: Skjorstad, Tåby","christerhamp_gamla_runor.csv","sv","2"
"frustin : riti : stin : ₫ina : iftR : sikmut : uk : ukitRi : an ua : bur₫","Frösten reste denna sten efter Sigmund, och mindre glad bar han bördan","Ög 31 - Östergötland: Å kyrka","christerhamp_gamla_runor.csv","sv","2"
"sin * uk (:) þurburn : uk : satar : þR : ritu : stin : þina iftR * þurkl * brþr * sin * su(n) (*) s(i)--m","Sven / Sten och Torbjörn och Sandar de reste denna sten efter Torkel, hans [Torbjörns] broder, son till ...","Ög 32 - Östergötland: Å kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ... ...-a : iftiR : saibiurn ÷ faþur ÷ sin","... efter Säbjörn, sin fader","Ög 33 - Östergötland: Å kyrka","christerhamp_gamla_runor.csv","sv","2"
"lhifuntr : raisþi : sten : þana : iftiR : un : bruþur : sin","Hlifundr reste denna sten efter Unn, sin broder","Ög  34 - Östergötland: Lundby, Å","christerhamp_gamla_runor.csv","sv","2"
"ikuar sati stain","Ingvar satte stenen","øg 38 - østerg—tland: Boberg, FornÍsa","christerhamp_gamla_runor.csv","unknown","3"
"rulufR : resţi : stin : ţana : eftiR : ţu(r)stin/ţu(ţ)stin : sun : sin :","Rolf reste denna sten efter Torsten, sin son","Ög 42 - Östergötland: Örevad, Älvestad","christerhamp_gamla_runor.csv","sv","2"
"÷ salsi kar₫i sul ÷ D ÷ skut- - ₫--a hiu ×","Salse gjorde solen. Dag högg detta i hällen.","Ög 43 - Östergötland: Ingelstad, Östra Eneby","christerhamp_gamla_runor.csv","unknown","3"
": harþi : auk : sikrif : litu : haukua : haili : þaisi : auk : kairþu : buru : þaisi : aiftiR : nan : buþur : sin :","Harde och Sigraiv lät hugga denna häll och gjorde denna bro efter Nann, deras broder","Ög 45 - Östergötland: Björnsnäs, Kvillinge","christerhamp_gamla_runor.csv","sv","2"
"+ uibarn + risti + sten + þisa × iftiR + sulfu + bruþur + sin +","Vibern reste denna sten efter Solva, sin broder","Ög 46 - Östergötland: Herstadberg, Kvillinge socken","christerhamp_gamla_runor.csv","sv","2"
"* þurfi(r)iþa * risti : stin * þinsi : aftiR : isikl : faþur * sin * auk * asbun : buru * sin *","Torvida reste denna sten efter Eskil, sin fader, och Asbjörn, sin broder","Ög 47 - Östergötland: Herstadberg, Kvillinge socken","christerhamp_gamla_runor.csv","sv","2"
"[+ ges : krist : þn ¶ alt ma :] siali : (æ)(s)(u) [sial] ¶ i þn nistiaa : i ste(n)n lik a ka","Jesus Kristus allsmäktig, välsigna Åsas själ. ... liket måste in i stenen.","Ög 49 - Östergötland: Rogslösa kyrka","christerhamp_gamla_runor.csv","en","0"
"... (a)uk : þeiR * b(r)[uþr let]u : l(e)... ... : þa(n)[a yfiR * i]orilt --os...(a)(n)","... och dessa bröder lät lägga denna ... över Jorhild","Ög 52 - Östergötland: Väversunda kyrka","christerhamp_gamla_runor.csv","sv","2"
"... auk : as... ... ... ... sin","... och ... sin","Ög 54 - Östergötland: Väversunda kyrka","christerhamp_gamla_runor.csv","sv","2"
": ualtrikr : lahţi : stin : ţi... ...","Valdrik lade denna sten ...","Ög 56 - Östergötland: Väversunda kyrka","christerhamp_gamla_runor.csv","sv","2"
"asmutær (:) gæþi : tRr þasar (:)","Åsmund gjorde denna dörr","Ög 57 - Östergötland: Väversunda kyrka","christerhamp_gamla_runor.csv","unknown","3"
": sirun : raisþi : stain : eftiR : ausburn : faþur : sin :","Sigrun reste stenen efter Asbjörn, sin fader","Ög 61 - Östergötland: Flistads kyrkogård","christerhamp_gamla_runor.csv","sv","2"
"[eystin : raisti : stin : þansi : if]tiR : iskil : bruþur : sin :","Östen reste denna sten efter Eskil, sin broder","Ög 62 - Östergötland: S:ta Ingrids kloster, Skänninge","christerhamp_gamla_runor.csv","sv","2"
"trikiaR + risþu + stin + þisi + aft + krib kilta + sin + lufi + rist + runaR + þisR + iuta + sunu","Modiga män reste dena sten efter Greip, deras gillesbroder. Love ristade runorna, Jutes son.","Ög 64 - Östergötland: Bjälbo kyrka","christerhamp_gamla_runor.csv","sv","2"
